,addr,amount
656,terra1xfrhyegawnc4pq4lwxpua80nmkuha58ddn44vt,1526595027
657,terra1jqvhvly7qnm4s8wk3fz6t3zquqx678tuwzned7,1519498801
658,terra1wuw7em0da2rqzf9qgjnmg08z5x3ag72raw6gvj,1516271228
659,terra1ssp9vcng6r8qhned4akx4p0hjvr2mvw8jjufm4,1509787989
660,terra1arm8ku9gwkkdnemucmshd806jkfsqq68ussh5s,1501292732
661,terra1j9nywf0l94ulak2tkqh5499fy95m645x6nfwxz,1500647649
662,terra1rfr3utgjntjpgkv84wu0kfj9vky7kge9mruvw5,1500004575
663,terra13ecgmsrw2wf2pqu9l3zz6p52a0mutx5g7nd9hj,1495110000
664,terra1p0yv9l4pnvvhttwlpedsq7gwnpqp7nml3kh2jj,1488828939
665,terra13gd2fwzh2kf7u9k3yzaat8a2sd5vz4ka5333rw,1488324721
666,terra1qkuhfd40f3qm406y3unzzqy0n0n5ydr83tsanr,1486869027
667,terra14tptkhylqmezraqf25nkf9059lvyxwtzjdt0ps,1479693106
668,terra1l7he20kqvnxv8gqrk2ccjed46dezkw4yc0377j,1477847448
669,terra19qzlnfg7juh96dlgt7y9ylus7n0ax4ym84mj08,1472629159
670,terra1z9vjtku9557vhpt28nw7rwa8f9cruanqg3hl06,1472528196
671,terra18avdg3xj8gnjsed4qvukg0ej8umypm8f6nxvtt,1467093568
672,terra18gfxhp3vyw4hezk93g09thl00f5r60nxjheffl,1466495437
673,terra16vf0jl2hgw9pm89hleu2zaz3qa9p37t9demra8,1461134191
674,terra1fa22lnd0zlew8z65wankstv29yqqpal9rwzvk7,1461055629
675,terra1fkcmfw6v3fdk87tdx3v0rfksfxunxtl906js4q,1457759733
676,terra1g32dl9nmqvfy8x6kvg0k3wlkg9gx22tm6dc6nq,1456827956
677,terra1v9zl2km7dqjnty67d80y0u7njygxzt0atfp0un,1456606803
678,terra10k29sv63uyhlcgyvetqnava8r9mx7847f83z6w,1450156888
679,terra1nhlg79e4nhwev37c3zl9md6yk4ewc5u7ynw92j,1444095235
680,terra1gw0epp62v6mscdnlzq5keej3np2d94vc6pmfv9,1437445200
681,terra1m5efasjt8up6868c4jrtgk6hzvt6mjw45kphgv,1434486474
682,terra1tkp7r5q6pwp0xfqne3x63gnhq0n9gh6kt26per,1433140994
683,terra1vwhjjk5q7spsrattpn2k03unl3zn86hxz2qspt,1432431380
684,terra155c3tuvfj3v4q46uycnd68lz25suxaj4aavl2p,1430091805
685,terra12fczn7zfxfat93ymheswvjfd3klf6ccr9rxqnz,1428481995
686,terra1yam450dsy6456adl7kp0yfs8rg2dkqw68xv9h2,1425831665
687,terra1w8ep0u4dccevj8memcvxkycjzqdwzcywwv6lfn,1425699257
688,terra1cec6c9q5mlyftgpgqcz0u5rm8wxe37j5sl557p,1424979306
689,terra1valvtr7ut07ruzmt5tm2pxsrpjs3hju5khe87a,1418048738
690,terra1kt8ulau0egu4ley445ewhyyhj0nrhulyy6l89j,1417429763
691,terra103sh8k70nxgytj9z8yhwsuhrv4tfqu3vrunhut,1413902271
692,terra1np3a08gmrvqs8rxs00s96lh7fwcdhdkqvmwn4u,1413731975
693,terra1p3qpaqvk6vw29s6a4jmcht5atdstd89lggh088,1409999998
694,terra1ujcprj5xn7dwheaf0mjve7tkjkkv3jk8sna38e,1405894712
695,terra1vzgtavul6fvrxqdmd3t6mljkz32h5mfpjfuymz,1400344830
696,terra1xdz76kr4t7ylg36ytzzfrz5w7pfvlde97rulas,1398920825
697,terra12ma5y5ghp59jkjwku585nyyf93kcks2xyuck8e,1397909647
698,terra123gn6j23lmexu0qx5qhmgxgunmjcqsx8g5ueq2,1392940847
699,terra1n9qzjpnvwcm2raxwkt3zsdmhy48t73fsjudcx3,1392871200
700,terra1zhr9jv2swdlm9hmusklzz48amk7xy46klaj55z,1392348729
701,terra1y8m3ga8l8che3ehg6nezs2m7q6ny4nwd98xrzs,1389981807
702,terra12357kgr620zzlv0f960eag7m7f7nd4c3ju2en9,1386000000
703,terra1a27mwtwaw4mgl6hr444ypawc65s0c34zfugx35,1383452097
704,terra1ncl2ej9f6r5ckzle9keqww6glyxg0gl4sf2r3z,1381650492
705,terra15mxznhhvpw9wyv3attnsvpyk5ktnlyl5qddavp,1376978357
706,terra1plpd67de3d5yza5snjfakwgrraq58w0zlh9k34,1376023717
707,terra1zfzmllkxlhqxl7xdv48v536fz8js06ssxeny0w,1375795545
708,terra1vqr2g2ce8p6ak255txpplcgx97a6h680e9c9nm,1375004885
709,terra1ar9q2cqn2ee9mjhp376548m33td2y6fv0r5mqj,1371286165
710,terra174tlxw8lglvpnglwg6parnw4v64gpcnqckf37e,1370306809
711,terra1uv8nceqm0u3ergmkunvzh6am09ymf22jc2vnaa,1369859302
712,terra15c8rsgh8np9sflhuvupupjjtmfqexhkln5vz4f,1369311415
713,terra1fm6w3wcha8wrld0smyep9e7e647knrl25n8wlz,1366554510
714,terra1gnx26y3stvsrnh6e7eecj4cshuuxg76exp5a3v,1366261289
715,terra1vl7ug6qe2jf4e2g93u7usqzaxupsakzp3v82dh,1363992138
716,terra1qg3905ux8e8f7jgxhw9yj3csa39hy9wkc3p5rv,1363205067
717,terra10xa70ynqaz7gcx473crtvwl696xkae7agxavtt,1362108748
718,terra1kpmta39qhwtf7ws383rjsz78cmar4wlx5kw6ej,1356241164
719,terra1wst7v7e0624pwyealtkjyhwt7dyq64r6tu5r50,1355931614
720,terra1t6fqnpg5r0upufe4xdt5p3zeue8alm4mqn3pdl,1355880466
721,terra1xcss3dgxcw6l65lwk55h0tky973m0kat0vq75y,1354925160
722,terra1nzfjvnpr0uuuvg57t5c4awgkhlz8n4ge3wz96f,1354304809
723,terra1jnc838nrcxgng9k73u7z66yjze66npl4ywfpn3,1353727851
724,terra1tf7u3h8w9yvk09x5ufemk7r83a8uss5ct9gan9,1348327567
725,terra1xun5mppwh5w6xdxf2cmzkz7rewgtj4eg8h3u80,1347413708
726,terra1wd04qzvd2qushlt8g95vzkyv32z6eq0jueghgu,1341781533
727,terra105a0pqhvk0r5a6jl6pacjy57sxnf6awgef8gwv,1334218590
728,terra1lmu67eqdtakh2r2mksnnksc0m6cqkspechrkmt,1332837454
729,terra1uz64ymqv8pdheywlvygtcm7j8tdhk7r054phl0,1330120802
730,terra1yzaspr7qtqdnu0wfftmxlw3y8zslju7dg34ael,1328520832
731,terra1h3xmrzd630md0zv5hudfnjd98g75r2ya277qt7,1326979324
732,terra1wxpn6x867r3q9wtuafjyxt47g4kn6aq9vjrx9p,1321150023
733,terra1tagxzz9pfx5s9ykpwsve49k69msgymer52wpvt,1319891249
734,terra14qjwyhyx86vnyxrp4ure5sflqvj7vws4tqva9v,1318481812
735,terra1ej6qzz6lz2tyc2tsjve6vlvtxtsallch9gecf5,1314092814
736,terra1kudkygx3fy7gcsnaqf72lhps9h9euwvcqqfhf4,1311760490
737,terra17ymgqmfg0pw790fzfuswnyjpwkmgyya9hxsevu,1309576560
738,terra1rdf3wduh9m37artvtaxar3w73p5ppetfk3g0hh,1308592356
739,terra1e78w5znqsy69rxjz7hg88t0jv9galp7yvc44d0,1307441948
740,terra1zc3t3uqg0aj84cj7jpsj2uwsp05gxpqm509z9w,1306149472
741,terra13utq83mx6g804eeaq2c5ffn4vla82c0dpsc0q6,1304238973
742,terra12wr6dmvjhj380jsc5tc33elmy0kx9svj9pzhw0,1300000000
743,terra1psh3wv0auqn3sk0tr3lf6cuzc3stpg0wscrmtg,1298693705
744,terra1pac8c3d08x29wz03pv5lw4prpyyppr7l0zydvk,1298049948
745,terra1fwmxqep3yjq9mqp7xwexcrhth9t2rtvmum9s7k,1295709717
746,terra1an96a433dtlq5re387nnqe6psgy67rspgtw02e,1294210913
747,terra1q40y4lm9rxuwvflz5qqpah0607wuur2g70ex4m,1293436134
748,terra1zs6644wfymccg79q6glztjq62s5g40rfyshaqd,1290391753
749,terra17wttvhcz4xv0tmwfe277rqwts9a7un2prnqwwk,1289521173
750,terra1hsrhpr8p0z0nx525p4agnlux569ff93yuehaxj,1285019349
751,terra17eyp7f9rqjyrxewg50tfcqu6jtlzxj9yenjtjm,1283110950
752,terra1y234hfaegjnkw6cmwvkr079qsydjmncqhq4my7,1282813972
753,terra198mms0pf6dw6hu49duc75f260y9uuxad8ztzae,1282603778
754,terra14wsmac24xspqm98jsx92t8dr2y4w3jtp70hsep,1273332436
755,terra1nv4zxl07s5cnja3aljs5a5xgczwcyrygt56dm5,1271319928
756,terra16g6kedqytn96j8a4evvltp5jt36klryqpswllg,1268130991
757,terra1qxlpn5d3ez76t2xmxyv6qhjm9p0spvr6j3tyee,1266893426
758,terra14kfjv3wkne8zft7feg6hx3z9grmq3s2huskdpt,1266012945
759,terra1vtju4xfxahuj0guvrurlprmnmt8qmrep7lvrwk,1265739224
760,terra1k60q2yg8atm85ezpfafxsggefjmevsvdckveg4,1261786280
761,terra147ut3uly938ks0j8nnkh5wmc0c700tf49ggyes,1259612470
762,terra12c20am750qeykx753vslq2n3e4tnwl6pgv8k6r,1258198443
763,terra10utedrznhudt9v3x7sf6r4kjq7tznrjxqwj7zv,1257561362
764,terra1e8gz8knk7vmvyyfcjnlyg88xk7eanfpuul3xm8,1256916424
765,terra1mah76268qrukvl3sfgr9atel90zrtpsxgfjk63,1255037693
766,terra199ndzr8n7fcw6grz2k330zm6dq69dnf45623l2,1251779866
767,terra1mf4lpaqkpc70lg4e5e8dur0l6zwvn5cz8z4exg,1245344150
768,terra16452tefhdushss4w3ffny6ewtlcx52xv4n570u,1244432656
769,terra1qjd3yu70mltpnr996zyj9zk7md9gqhl4m2qh4l,1243419919
770,terra10m9k3kpwcmnzr7trneqym9gtscarx28uv7ymhp,1239599471
771,terra1l5drwtyju08r3mcpazpkq888g47q6jaat68f9w,1239538704
772,terra1kcs2gup9fy43ry92suyfagpattjfqamkvfzc64,1237037642
773,terra17ach2wrpl5yeg5zwmxrtppg2u66vwzx9kjsqv6,1234714612
774,terra1fqawxd4wj8qnapagrzktcnrquasegxk8c6czuh,1232648249
775,terra1e3xdqj67pmvhlqhjfjgwjn4gk0lcx2grf65amw,1232332959
776,terra1q075m92e0tj27207p6pyl8nnwtsauj846wkd5n,1231318847
777,terra1l8xue4ecgcgj2pkzxv8273qp8uzjdgr2wzztzy,1229231501
778,terra1aep7zgtrjrhnhgs2syyu25eyz4t0cepkmy6dsc,1225081013
779,terra1ypsgzr875pyyjgjrvltel6zyfpze6tpfdlaz79,1223897078
780,terra1t2vdpjm984qcyflfl422f5yegy92ucwwjkcgqs,1215313258
781,terra1zwdufhfrm68lrxnen6qlwauawjqxaqhtc4aja5,1214324365
782,terra1wuxctmjz8nggxhgwe4ttq3cdry678jp72lfx0j,1211712871
783,terra1umdfclfd3vje67lsutuwdv2t5cmk7dhqrsdhzf,1206572563
784,terra1wf2uu642kkv2xcujdpmlhz7qdytun6w7xt9ght,1205696000
785,terra10djnvdaj0runm5ujw5ftq4f4xsd9gz6hp63az2,1201356708
786,terra1havrygvtccgvtz3nwc0w309dff3w495dup0u23,1200696182
787,terra19ws0l794xt4d9xlf7fas5gfa0scfp6hswcqw7g,1199137427
788,terra1weuxwwd5lf7uuk9qed6vxl3zlkzvfjdwn6649u,1198111908
789,terra10tgejkxhkqpp7cn8uew5qftgsyclep5fptevyr,1197435412
790,terra1gn4q7yczd7xalzlzwxphygf6uuyax7mlqwnzqg,1183255365
791,terra1t2fcyxl952xj5rz0wxww9y6azex5naffsmvh8l,1178275032
792,terra15p0m0jkw4ssnxvrlr28lhdnljm5qugjpq4natx,1176520570
793,terra1tye4jsju99wmahjqkvs4aclf2gll7z4e62zlck,1176492137
794,terra14grum25hp89ueanzupprqwpu76vy647p6c642d,1171856050
795,terra1pcvqzmqapd0d0ul0ppcw05lhv5cz0n864gdcz7,1169707802
796,terra1r409xgg7t7gdnllanegh3lt4tjnm63cxt6q8s6,1169177743
797,terra1zh4vs06plamm67dvyf8w4twg0nv9u2yrt7pacj,1167833844
798,terra1e9zqndtalkvda5qvjtwx7z85ulhanlr8yz4a4s,1160933164
799,terra1ln5j3fz9898xx8xaeu7023j300ayuppvdd6ra8,1159825237
800,terra1dlkdlm7vuvs7quh9k9kfafuuqkpsz4ccu85r77,1158858579
801,terra1tq5kckancas8ahejjhrgu88s52g5aq3qjhlv7r,1158737718
802,terra1fhczyahjmgk6a2hjus6km7qcqm2400v05nmck3,1157707792
803,terra1y0v9rgxwdth0newkyz7uutl6e4ngdrt9tz5dcf,1153956353
804,terra1t88gz4888aelwe6nwlnqe03s2srqd2dnyc0gyq,1152769802
805,terra10mvancesynj8qyl9vgyappfm7627fgkcdpgrze,1152373763
806,terra1tpvppmqdwnz6xy73syvpwwrhwn993ytwhr8h8x,1148122600
807,terra14jny9s37dhzr5033tf54maf5chees0zreppk28,1146654976
808,terra1uu0d76yg23kttteuhsj729nxg0y3dzv4zhfdwp,1143086891
809,terra1gwryjy2re0ra68kyfjc9sgzy80w5xxghhevcww,1139662809
810,terra1efep78whyd077aksrez9qz0gmlpd9mjdw2ar6r,1134662992
811,terra1asejlj43z0fdpg9gg3s9tlc8nql9gqjyaqntas,1133633500
812,terra12vwshc94hdkj6xecngh04uqjmynrwry904vcx3,1127966332
813,terra1pswkcwg4qp3pv8t5nrlke8l4u59x5pcmmpqvdw,1127718997
814,terra1suag9gzr9ae4gnkrkm36g6mqngz52l5yhasrk3,1127440631
815,terra1ppkrjuj0hwyew8wz9u2z0garv9gtv0fgx4awx7,1125231367
816,terra1c8gj0mewvdnqmueshw2u2tqc5z2x0d9qxpx8cr,1124580638
817,terra19z6y8ww4jhmwaytrju7qnhp0svkwd4hvfm0p9r,1123655515
818,terra1vk4480sgtlle4uxj69eucrsn6plwpc07wev08v,1115135097
819,terra1z2x363rk5v8sh3gp8hes03ket7j065rj2qedfu,1114363335
820,terra1ejp37jemkpu028tmtmm9m8azwv2fad3yfnayv4,1114217554
821,terra1xt8n4dn6h4qnylrjmy8ccu6j9x7wj8lksr64t3,1113460499
822,terra1lth8wl85x9fcweegvrs6gy4ewfs96q4ds7f7dp,1111518105
823,terra1szpv9mzdspddzgek59ptglwymn7qe5x9tj2mgm,1106115077
824,terra10lpxpwglx23fxqrtskuynhjaec0ewwacjuu3tw,1100306405
825,terra15ct9e5t73pf2qwjex9nwrt8lef53a29kdx2jw2,1098892492
826,terra1pegl6q6vhr6kfr86d0ka2ewkw38n9fd5smgq39,1094603336
827,terra1dxn8ayz93twf6gg4u5d8un4qmj23l7vhjalj9y,1093537908
828,terra1fn5p9juy4e8sscxdf4nr8e8sk346jv97h9k052,1093138872
829,terra1hekfsgp60vza3ae7xwz4h0dfekmk2kjn9t5afx,1089841869
830,terra1y452cwwjmgg3f5qqq0usllnwvmncxdp2xatnwq,1088823919
831,terra1zakne2kmp78fp477vaqxunj0tl27leqglkc2hw,1087964208
832,terra1nxkvczje4fuqsvs65z6595y24hxcah98twnwf9,1087834706
833,terra186j0zamfdvsdzlwd5j84gqaz60tgj6hy0yfucn,1085395987
834,terra15rthx88q0hg7dvwt5292c5l3v2xl9v7xh2wfh5,1083655893
835,terra1jmf48xh889fzk3esjecgwjs864lt9g2xdwk7gx,1082771073
836,terra1vc4cnwkdu7p50vqpqgm7kclghw876v0gyg2at5,1082124448
837,terra1nj4yaxtc9aaghxq3el35px62tn78255878r54h,1081529700
838,terra1h4fcctcdv794yje35smkuckuj9s2tcuw437kx3,1080267457
839,terra1t8v8h0ycj5csgs7nnns50mxcmvjkhn7gd4f295,1080038916
840,terra1klysz22n96qwrknxzktmezm57gssgkw4q7w4xy,1077574590
841,terra1z0c6c7lw7zyl4yqhpskkp8kfa0xq03r0e7lsrv,1076770802
842,terra1qmv9v6kqfznr2zcth0al7t8vdcdr56znmafe8w,1074534279
843,terra1c55qrl40szyfvmqref2ucsrqg7k73rdmjk950u,1074160719
844,terra1tgnqvpnutyl3kdqyywe6g8uyzynj2x26yvxrfz,1073831733
845,terra1jzkkp6srelgvnuttpvtjesx598avhhfnht3jwz,1073772402
846,terra1dqagasltszjaw95l28uuzt4dh9ye6llcru7rsz,1071971595
847,terra1lxrf9d3crczqg6cxlafgk4zqznjnhq9cyf7sem,1071697890
848,terra1x0k4mldhpu8rhs9f6z2c56xfkeyqel32ammctm,1071541375
849,terra1s32xwkgamjls9v60gqf8xz8q95vkalrls3n2uy,1071116711
850,terra1xmf5ved39j994qjm4ercs08vuspapqcnrh7xzc,1070804067
851,terra1hhhrah93ydkukf3zkpawzfzfpjvrqc33x4pt5s,1064861712
852,terra15rdxq4p0xgx6pczzmhlfam2k2fwq0qlw0mpueh,1059013519
853,terra1fmzqqh3x69n523lq952n3ddnljynrfe974cg8j,1058152240
854,terra1c2605e5cfz7gswljn597guk6gwuerayzt8t3uh,1057929281
855,terra1dkwhpt28hv3zvg8eq5c0hgvsccckf8eur7nd04,1056000009
856,terra1pjjy2fl80fwvcptxj6xnaqzg2j6qwvwwjhjuen,1055676845
857,terra137myr92g02p79n7h3m3mdj73vadude49kwpa9f,1055591415
858,terra1r3ryhp07cd2k6zp7ehkffd6hjvyug3pqd0d39h,1052562150
859,terra1gnvsl694plagzdf3v0nnwh03ushha0fexxtj9w,1052519609
860,terra1epsw5evghjskwmk7zqryr2dqjf7xat7lcgf3ar,1050586887
861,terra1yct7ls8kw3x2ucm66rxg7mgtyvw7kr5v4t4xsx,1045532417
862,terra12q0x8ylzjzfgz80065ew2wxdzc7rrjuyta84m6,1043456507
863,terra1kjjnf9snsyyeqn4jfu6z4u0x4sct3u6nl5l7cg,1041324810
864,terra1hd7pkqmtfkj4mrjdc2kzewajkwzv20vnf5yuql,1039549343
865,terra18ej22yllla4p80v9nxhwx7n4p3v2485crfz87x,1037664981
866,terra13lfgc5rgencqqgwmhdwz532xqr6dj3rnyjt5dq,1037421437
867,terra1w9lz2yslyp73689kq7g9m5t868rkcq6sw0en9s,1032749078
868,terra1dcmvtvufdge4anezvq4e4cskzam4eg6ggetsnr,1032261773
869,terra134ezgzt537mhrz7j79tfdlx0fprjf0v4yg4y3m,1031625995
870,terra1lvz8fwvknjzf06853y9xcaa0trlqvkcw8k6tmt,1030804077
871,terra185yuecar3w69mtk7cfdl6ctm6tclmcrlt8ykn9,1030492229
872,terra1ec7lqxpfntq3aua7zktjcfj6yktkh9j7ccrare,1030155743
873,terra18q07ee0l0r4lk4fj72arv5syatxaurset8hykw,1030001127
874,terra12zyrhlkzfdwydxzn7frw49mnmjy9rr5fv0yzmc,1029853637
875,terra1xrmpxw39edxn9rhnyaaltfacvdk8n08lnq5az3,1029169830
876,terra1qmqe53536m5d9suv6gs6gn5lmxqrxm7tvjlrhz,1028913673
877,terra1vyc8vl07u8naw3ckkw7xdgapqz4dn4e2svnyw3,1026670123
878,terra1xp9emgzv3mwkn334my7qz4vkt2vwx4erpya0y4,1025597425
879,terra1su6m5295unu422994fdh48wrqvx973zat0n8hx,1021947676
880,terra1366xdfzl6gtmnuhue9gsuypv2ffqx4n5v2796v,1020590139
881,terra1kga4k62j763hak9rg7ql3lfjdvxumwru48c8vw,1020590128
882,terra1yp5y6a38tpfgqdrr3u9mx9jktrpz3mmsvylge9,1020144670
883,terra1ajj6j76pjya88psx42xff08y42wqm2zm69cuyl,1020056726
884,terra1gpxj4fa06ctxuwnxf8txwnymx69drjvzytlnh7,1019805499
885,terra109w54lxfpgckth4gq3knral2c8ay49mxjyj7yp,1019246975
886,terra1g2xmly8fdshp4t9zqxqg904y3hg0nzlslgxlmr,1018311656
887,terra1h7mzgdluuepyqc60met00zrcw7w2atf8dcl7dr,1017160155
888,terra1quvjnnknfn0tgrlc86trgg3z54w42mgfwu00f9,1016733859
889,terra177ytz8shmjkhcxnj5mcauklcp940rlxzlrhcsh,1011183502
890,terra1wk0n7tsah8k7yrrq438prllw50xjd4a0s3ydf8,1009683575
891,terra1f8ar9ce5udv9sz969fh5yatjuav8k82c39s47q,1007981923
892,terra1pvhprf7tm2uzutma8tlnqtfv5dvw8replgws5p,1007947856
893,terra17yk7mmrfl4htr3c0ht6f952d60jeh97e7l00n8,1007925703
894,terra1nnew7a4nqjnkwq3prj2swanrvcgtvq22cl4cve,1007077520
895,terra10angfu8rj5u5spwedf6m983j64fgpg0cj82qy7,1006855374
896,terra1tqgw6p6hcw7h2r6qxv8gp7dwxvg3uclythys5c,1006609280
897,terra1sy5suz4mt75cky388u5actjsqjae8kwtdkdctt,1006100660
898,terra1v0w45gz5dl9jdkn27tq836ug706nm8lpw8ymnq,1005932561
899,terra1sfjmlvhkvz0r4nv04gzfqu4vsg54gt9ee5etyt,1005346942
900,terra136fupxhuzwqwvdw2n9q2yuuepmtmynt8hc2rks,1005226636
901,terra1f34wwpn2dryzpu95l3tsf9jh5uce3cwrgkf9qw,1003773788
902,terra1mvh35ut6gxfkxv50pl2mvt9xwlypslxcw0396z,1003520769
903,terra1vjhkpappunu3kmspgmhqd6al5zl9xqr0n8mz57,1003211118
904,terra1mwcg36u93vut966t5f6pwuga06qmwtst6pzem9,1001893652
905,terra1v94uv9eg3q0j8maq4cc4cn45ssa2p9p4tt2jak,1001770000
906,terra1xccdj5xkj8ctxh622trjy6x45ll2lwlffydefz,1001267347
907,terra1mn2zkxftu8zjd9jqqrjqqp3k53whsp3qtdgg39,1000898604
908,terra1dwrkt32qngm8kdxtsn57j8dlkn5qdmz7uju6ey,1000881539
909,terra1lg0k6ztgue2ggcqga809mrs0vgle7k9dmg8u6x,1000879852
910,terra1a2vt7zlcldwqmuvmhqjcl0q89n95q6qj7w860k,1000695211
911,terra137p5f0m6u88jc9s7c62l2e2syv77ew3zk65ny4,1000663985
912,terra17jwp7h542w5xr0t4nrqfg6njvfd734jhn9e6uj,1000559847
913,terra17hgxudaxumkg2cl2a263krlltw6pg5huc8mrsa,1000458167
914,terra1zrkrzf03wcv2cj3k5ygtqlygrfhxcy3grv39fc,1000407071
915,terra1mrzrpmdcxdw3ydzgpugxkca7ds7lzrl32dnyrr,1000393399
916,terra1p8mygqa2lwzmq07wlpwwv538wx3uks3kksk8r6,1000245198
917,terra1hlmc2kazedayc5mm6gcxmh8nze2senlxy7qfym,1000114473
918,terra1h04en0m94xmvcrz43g6yxlurhq9gtwzgd4q95u,1000048209
919,terra1xr2ffu4deeauftzjrqxqw08jlvtjptheegjq0q,1000034602
920,terra1lgam0f8yhsnmz3quznnvd3d29r7spl2hhz86s7,1000011956
921,terra1n7z0agk8f9mshucrrp6f4pevjrqadg7f8m7jus,1000000000
922,terra1l3jx3g7xu8n22qgcgqw98xgtvtyckrd0vlk37q,1000000000
923,terra1mvkr4lmj0yw9djw380f5rx8mjq0zqf0ud3puyp,1000000000
924,terra1h8p78agyqf9w746y4lg6f82ezm7d7zj5v9jeec,1000000000
925,terra18adyq4p6d2hp9qu82j0nw0xlqrxuepgh2je6vv,1000000000
926,terra1m63ccjd4paw395ypc9pvvegysy5myudz54zy73,1000000000
927,terra1nxdm8y6f5lvvjduqh9ljcuxj9lh505uydkw9zc,999999999
928,terra15tfzpfc42xplhtdte9uyzzu4gqdc7hmypjn0d5,999118071
929,terra1dwh9j5rxj7zrz2rjp85pd9glrgx7c8mls3rp9c,996750558
930,terra1vx7yykmxqwprkkawj20sjrfjttrfzwdhpjwl7v,996334013
931,terra1yu9qtszcxrga4s2tjepnckeruxht4q7mtz7m3n,995938448
932,terra1l497wp909zq22r9je8vhw4yn9y53wkvhnvxeu8,995679715
933,terra10sn42qstxutm4hu56dat5u2gdgu67g32w4gxrw,993532478
934,terra1veafd3rn54ntsdrp0mjplkpnkswsq25v62387x,988337901
935,terra1tnm35wsyj3gumxeyy6qt5qaye62h7y285w9pf2,985678192
936,terra1ku6tp9jwv68269qrmztxmy4v6xuhw36gjqptqt,984252962
937,terra1q902adts06auc85n4xe222culmpqqktg2nxvj5,984243645
938,terra1x7wwgjk5ncc3r60av8gpp5m5atkejdwcwrjyuv,983159507
939,terra1qrc3m9e2thtmt3hm04kgnyr9l2d8splf9034m5,982375222
940,terra1qjmhnkagqfas3cre8ndd76624dhs29khktf50h,981219019
941,terra18xfkgaujrz5ycfqvrwkt7vlz06zqhu6r4pwvah,980962473
942,terra1757lqxzrp7nru9nvmun7f6cjqk9huljgfrfnxx,980261638
943,terra1van5hpp9kd4t3dnac5kk5stk6l3le9xa7jazt9,979785999
944,terra1jajd44s42mdha3uym0zjn2r6uwdjrkn5t6wp47,976179178
945,terra1cv582xhglfeq5ed09789d8lmcec80mfdn0knn7,975255321
946,terra1gvj2jayujddtl9e8jewmlcg84mansljf4ztvrf,975058593
947,terra1x5rutmkr9q6cvr4mhapy0x3aav9jq3qt8n8j0k,974877379
948,terra1t6scjp9nz2rx9w60auuefhsx99gujvjezpa9mc,974749138
949,terra1vrpznn9stdjysw24su6y8xctf0zfnhka5tzt7r,974325406
950,terra1m2hvtlzeqew0rtspp4vveyd5mt5n8nk95m2a4c,973005874
951,terra1muk9qf7tt2mc0hlyxpgr583dg2fuplhtgng7xx,971539274
952,terra18z39rgrk56pul82jjy04tpn5mua0cspypdxu2a,971224045
953,terra13fycaya4xnqvduq4wsrjvaskn9tg4l0wezpaf3,970458391
954,terra1hgsxpjml5r8cj2dtude4mtudg62qtvlvt2r39c,969565160
955,terra1jwntlwvd36mkwezp9cmrhjefdv5jmmw6gc2035,967978411
956,terra1z8rkanh64uxxufl7uju6aenqpc02safx7tfegr,966766470
957,terra15e48sjhx407vfhsegvg2qn27kjnta5vjlszmwk,965186294
958,terra1v6hxzu0a0wc7qpyns34eguj7hg5akm555cautt,961799967
959,terra1gve727ns0p3yfw060zf92t0ky074mj9aaf2juu,961149277
960,terra1zsjcstj6q8g4nsjj0fvfrecac2jss0v0fnqcsw,960171747
961,terra1r9k4hytcfmu7p8lmescnq2elkcyhlp8amf208v,959999999
962,terra15a3zr278sytk2sckrakl7mxl4jftev3pyvqvw7,958581365
963,terra1mdgp6xaju4fweqg9tlevpe4vur6dnwefs8l5a3,958494332
964,terra14s4seej9lekd5gn3d6atszgqmkz23npw53vrfy,956512279
965,terra1lfmz2nz6k4mg5q3mt7g9p3d4a4sp8vzexldlpf,956147474
966,terra1c3xvy0cgg5r7uyen2gdwhlemu4ku7j6ku77aeu,955144904
967,terra1d67tuyxmpg0lf7xafxrzp2p4y7446yfpvz8t9u,955143979
968,terra19crgv4rt077mhrz3t8y83ydgd4psjp478phecl,954248416
969,terra1nzqkz9se6h64ddx7qj0uxp6rwq49lklklnpsag,953617057
970,terra1jvvcgtyxr46506v9ngn3wmr6ygra0h67zjzwz3,952812745
971,terra1u4e4uxa96hsed3g3lv20awyj4hjezms06ealt7,949950543
972,terra1pp88phln8gjujvr666a35f0378p0ur8m7vyp48,949836470
973,terra1w7d9lka820ag9drhw4d3gz5756ck5tltzwzf43,949514019
974,terra1lpzey62k6ra3s0g4pmas5rh02lwhrwdrsr3umc,944871161
975,terra1htl3qzu3aak2h7jmr0vyjqg8qct870ndy2vvj8,942483672
976,terra1x3srszlhguynwyllyjscdas23nfy6pzgyyzdm0,942352470
977,terra1jmce4cqsnpxvvkkgr3ylw8hqs5mgpt3qyvkzeu,938782128
978,terra1skstd4804mxrgzlhht7jysg3w3n9l0xzlu8mun,938563543
979,terra167ht3u5ffm857lwesvdmy36fhm7htq4df3z2v4,937929108
980,terra1euwtwpug0nanzqh7hzfl250y0pqdyktdg87wkk,937922738
981,terra1dp2xz5r5rmjy95vug077yjc2dch4u475rs9emw,937908537
982,terra1xf95g35ddjfpunw9epjw6u5nxkuy9r5g9dvm45,937901129
983,terra1hgtupfatfcqv4dmryx9hfp72v4zvhu3ffjjgdq,937842978
984,terra1p3mkmjqw4sz7am95e744vs2gqg0uq3lhpy9zkf,936445054
