,addr,amount
328,terra1g4fxjajcymw3ynmjj8jnp4ljah86z9vzg6un9n,3410030034
329,terra1zs6rcfucn79rhjeuh8qtpgjktcllsch54yy9qg,3401900470
330,terra1chuak0pc7uywqemve2cwxslhuzkehcyl7lwe4q,3401286071
331,terra1ru034204p8mca3kwzx8kdcn4vmdrxkrw8mpcl3,3392743664
332,terra12eur58t9rczejwcd204tp7glr7h4yxwg2rm23m,3385527605
333,terra1xykk3wm9evlkndqc7vyr7y9c0yg3jhmygq5vlr,3385212999
334,terra1h3vnxmpq08fqw9sqdffx00lsrdu4vy5tkgq3pu,3378227815
335,terra1hxrd8pnqytqpelape3aemprw3a023wryw7p0xn,3374495041
336,terra1ymy9kqgjxrwt00fw5pp30sc09mlgwn4cd49dt9,3355419297
337,terra1w26t08v0zr7czl39vn7ng685zpaf6xqxppv08z,3353893880
338,terra1wsrvw2fq9rp8xflqd4570h0j4xntqj3z0mdy20,3341151953
339,terra1n5xp2nd6gm7rzstje3zlzh5krdpysc60frncyg,3306350473
340,terra1eszt203yvls2fmjd9k6adh0m2wgyxhqr4agg4u,3300152565
341,terra1sux77fyvudkg9saexvuw3rsw67va8j7nnmpp2k,3295727112
342,terra1zwafmx79hdkdxmrltk8z3xfnhlz6pdqknzyyeu,3284013295
343,terra1jmxkq5ky8m9dkz8tvgypepk5hymjrtgfc3xtgq,3280545752
344,terra1h62u4sn0en5r6ttsxdulzu87yc5pmgqxu76fgn,3273298468
345,terra13srh9y57ae9s25qytg6zk8q2fy89nn2q9ewzej,3263747657
346,terra162ttv3zupc8k3m6dk6nsvrp4gevfawx9e94yds,3236558733
347,terra15mxnf0wxsm5yjrefqrv5ph5v2lhm3dug08kdlp,3214150123
348,terra15eprek39gzwj8kcwayjc9ayzv9hkaz76dvzp93,3204758531
349,terra1qv5stmkkq6tjte40s29hntk4rq4yl49z5yhtv6,3195270189
350,terra1p4wpvm7mlpcqkx44ypurvju3n93w4jddk2ekau,3193765874
351,terra1kp4wya9d50l9cqdce3fv8lmv8s938rnvftffjp,3189968762
352,terra1s9w5dhfmx50lswhmmn5893u0uuux5vgqga8d50,3173096107
353,terra1vyuxd9rap8hyhrsssc3u5k0npz7j9x3tfsdplr,3165984359
354,terra1quvtghve2wlhl9vmlgspdk97tcv85d34sk3qy0,3140151510
355,terra1l3awyzj78x8lnwpp0sjaelp8cq5q2akqrhqzuz,3129804483
356,terra1d838w0srmupggfuhyg7l7j6sgkuga2l6z5ztef,3122942304
357,terra1wlqjnm7zup6htwv7mmz5g84qquedgzu2qz9l4t,3108701451
358,terra1rkw8dfgymzallmq0prp2akcdweeg5tnvftf85k,3102359483
359,terra15z9mnjnlxwkp8s3fqfmyqmlqgh6jrmazz4xu0n,3099756955
360,terra1t8gs47l74uhf49t0s0jfpupwy0fj57clhf2dtn,3093784050
361,terra1wvexn08y884euycaq6228e0gwlyuratn6vn5vu,3078546330
362,terra19gy6f7ld4frcklqe6gxp8adj8q4l7e6lylnpkz,3077550991
363,terra1j86rnpc22kjr8pw3qduzxhltd5lq842mltjue6,3075412629
364,terra1x26hr842tq3k4qpl2w82v7lqmtwmmlrkxlcqgs,3070812352
365,terra132y80xggmtylss0p3g0r95jmnwfnnfsupgkxnj,3061904786
366,terra1j5rtgh6tvhyghyfz8py5z4lgs464w3y5lx6k93,3050314390
367,terra1h4gcxha5xfasnpgyjm7ayy2umjvtq3ayaphpur,3033932841
368,terra158ywwgkuvxwf40tdka4kwzfq47rp2h9266x0gf,3018325512
369,terra1k7pz5algs327g86e0daslhmz57553fqs5lqrm3,3007866152
370,terra1kmv7htq8wq4t4h8phys4jwn9aa0rdqfym3uvgn,3000940146
371,terra1lpslewvs2etplywlsuv03f2589kvy6v9cv5lmg,3000510827
372,terra1r2a5f8m62n5rswf8ateqsd5rdnaul36a2awwa2,3000334919
373,terra1dz9hu0vyttwv3a6h8642w4kv3uk3nupzcrhr82,3000284969
374,terra1x3w6lktqsesaegynsjxmthxsjt72t5hcszeduk,3000048839
375,terra1733advq3ptr7skw7kyyxmjuzwhz70rr33mkqml,2971376005
376,terra1augkzg7rv6x9v26gqkx8amr8xz28gcr05pd5ul,2955464882
377,terra1y05ujyyahxjay5gg9x7g4gcfdtls6krg5d0vqr,2955239439
378,terra1sarunxpqkhq82pfndd3tl99qeyf497v4t8y22r,2944201959
379,terra175wffc3nvwuw6yrq0fhxdad5ylkjcweexs7zxg,2920196843
380,terra18yk2l6z5w2d5e5suq7d6dng8h4ef7gv2s43py4,2908459447
381,terra1kl8tnzgzqvhy9ss3mnwjt4cvgktwhf9f084fea,2906219236
382,terra1jaf3napk3x4z5f97m5grj2k03a585zxvdy2puq,2896220135
383,terra1rz7zufh00k7fc69dk9vfrcj5dccqr4r7d3nexc,2875360850
384,terra1v62katyfxaahgwnksgru9de2zva79q3xgthw74,2871626128
385,terra1j2tmlyhav7rkv9hprmtzmdpnaygvh23j2m4cew,2869683592
386,terra17m0atxpedsvr6aygfm7nz68ahy7mxh8wj2y2jm,2853219524
387,terra1er4gj97elu5m0psatyfykdwn9ngune58nsyz55,2842719792
388,terra1kgfk0wm0urmrqqvktulfyzhylr6dyxkkauvmzx,2837773231
389,terra1dvx0czxugdnkah83ccw6rgg50fsrzld4mjkt8p,2834153421
390,terra16mmtd0fj49muh8jtvpj7yy0ad50cjcyx9rq3xk,2831232967
391,terra1xkxa3z0gpwtwmqmvpkmr4gq4wlcwa637jzha50,2818914220
392,terra1as3w9ccyfwrfsjfd2htsdjs08xdzvn5ktrd98t,2814412335
393,terra1450agxa7hwa07cl4kdhvqk0juzjfxlnmeg4trk,2808168749
394,terra1rl0empqygtayedz36fx5wt78x2nu9axnezld0x,2786472975
395,terra1qv4vw093a0jqdvta2t5tukqfk8hthgdhtrue4v,2760752143
396,terra137mwz9w8vprhdchtcr4kjhzg4at89ld9cu6ae5,2757153384
397,terra1qnqc0256am0r636dkz94h3tn784f8umlkymm4q,2734183884
398,terra15v6d8le5j9dqqqanhpqq5y27a6rwg6y409v068,2720191491
399,terra149k5s8lfepj3kkwn5y3geh6vwms43wqtsqrx6c,2719364479
400,terra1rg83ce9spv8a57t80xmqmmp65us9wfjka2wc6q,2715228478
401,terra1aanccudcgc8h8hksdmsqj4txjes6mrmzdkgpre,2705642639
402,terra144fuq0h8nx938q970nw8df6gchyz70gwxr747r,2700074841
403,terra1zv87e8vzzt0gjufaldzegdn72weggh0lrjv3gn,2696438893
404,terra1smng86edgjthyfg4sfnt2e9ykrp8wretzstjzu,2684245454
405,terra1jy695hqtjva7uyywx337mdyqj96r0c8a85n3ud,2674058546
406,terra19wxy02agk52gnqkquldj2xuvy3nlnjmas4vzue,2671149568
407,terra1de0lnp5qnsz7cr9k3xvs8ydc9me7kppzt4xja9,2670716926
408,terra1jn7h8y0wnkvuc029k4gfgwrpwgc4qrmaqx3wmf,2669376878
409,terra1ukx0gz3mq8yvqa7e9ftx9llh09253dmy4pzyeg,2662138426
410,terra17l76dz0k7cgtaxpuvrmeyug3x5mnmf96ug0uyu,2633230334
411,terra1dqc2crfa5h5nwgmwr8yutqrs8uka4uc4277n5e,2630803087
412,terra18jmeyp0c2au00ltvayu4n7h8wkq9s5646x20ak,2630646710
413,terra1v0lfc02aa9prxl4vln5gqwttygqkscy2hahz2a,2628033799
414,terra1qdrxpy6nx9k024tl676dwy5mm83v20wvq5dxdr,2619172752
415,terra1x8lx8s7fll2hn7fy0urgd7ta24wlzy34zqzt2k,2619097395
416,terra1d75nvg5ld4lkchxys56ke48yjtq2kdg4a94uvk,2611331171
417,terra16a2k0520zjfgwe593na7anpgdujaepyuarkc47,2603971125
418,terra1g483mywmwkj707t8m30cltwc894qd4c4xp5y4x,2599065028
419,terra1hkwfsruc3tydewtwk6jr4sd8ul7huvrf2ltvae,2593903186
420,terra1zydsfsherl2zp3ya2setfddvstk372la2gd857,2577091200
421,terra1w4wfzkct3v7fzjfj9j6n2c37utlknpq5auda2e,2573847044
422,terra1l96h8yy2j0u09zvmcffmz3jc6jpnncwzm8sdmm,2565001860
423,terra18uzk9u9p2jszg0fld78w3qszy89v4khewuh64d,2557884837
424,terra12rudnqe9my9rv5nhffxltwstrh8dnhtudvvtwu,2556329578
425,terra1xgcxdpt2clqj38a6vyj738nqd7xy6gek6t6mq8,2547905685
426,terra1s9cl9qnhlqa75x477f447v0wvm7k8hkt3m65pc,2544999840
427,terra1vrdwcwumjqh8hzxxl8dxpr382adatmlg248f8e,2501494538
428,terra1rhv8szs8gavfz7tuastp3jefcd8zswl3ym2fex,2501443349
429,terra16lujtgekmv4g74pd8cvgm5nsmaar627a5hva4j,2500731375
430,terra1dafkx4wqa5hmn2d7hf433hurt8v42k2wte3xsr,2500727509
431,terra1edre73pllnzluull27hp88krnnulf0aw9gq95g,2493352316
432,terra124l52g2fr3aej0yqtv8xc006s5n8ffhfv4093k,2485614150
433,terra1efk4gerzguuecvv30yyj2lw6vdc7nhfpjtw0g6,2478488647
434,terra1yy903lp5gp2ucm8dnr77k4wgk0gzp0rcqak93l,2476246904
435,terra10tsdc769zzt3f32lhur4zpdrpvgngu4rm5eu4r,2465993056
436,terra1rc0cql4rg9lha7gu5f8d76jrqs244pmgz0e60p,2465175201
437,terra1krue05pcvqr2hfymz49llmfpld0fdh3xm8xfqj,2459125375
438,terra1zkerjtnc4pazqtrztcy9qppkwt23jn0dgnndvw,2458479337
439,terra1t0h6upxyrswdurtfhnxzwlxuxdmy4hgdvh9zza,2456761500
440,terra1366puag2xxsr94d5flvg89se9se7qv4z8yypk4,2446947004
441,terra14wl8w5ar8rq6fpc9yc7wl50awgylq82mwej0sw,2446859056
442,terra1mvzmd8n5xcjmqlvz39362hlgt0yamxyzrheq4h,2445715311
443,terra1wrxztftzgpck6lp0va86k808k5pvanfe6mzp82,2437421127
444,terra1hd9v7en67sdqq5h55smmsylfqwgh7wpex8zse9,2415509405
445,terra18jp79aardepxn4a6xmawffgg3rg7sgr7fqjv8q,2402766683
446,terra1gchmqeaw9g7wuk0pwl5qpfyueqeat33z74ul5e,2392186830
447,terra172kzjk33sddl05nezlxslvvqaasz5ymtptuajg,2391913414
448,terra1enj5sly30kmn0uxhhaylaavfwmfp68xc3sr7vq,2385542787
449,terra12j22w8ppmepmhppjszc6ae7hzgfrwhdul7yt0n,2369580635
450,terra1w7a4wx9udsjaplcrv6t268dnndcx0ygqftfhev,2367340639
451,terra15qu6swk0nahen28vqnlfwcks4dvwk4stnk8h30,2360023791
452,terra17epryksxupthyvhhgt8lgwlkgywwp9zx2qzduc,2357765678
453,terra1n4rgkrkyzkf3hfnlxl3n3jtxqw0es52p4m4qaz,2356673745
454,terra1pmlngfczpp5kaep3mulkv5jmwq7q6wflf4yxg2,2354851522
455,terra10w9zcxw203qsmpp0m6vzlw45yq9sw6lrnspxy3,2324783324
456,terra1w0w7ajskuq0dk4gfcf3xa7zw50v36xskqwrkgt,2302126532
457,terra1s6vygkhv8yd6ku7nzm2504auta4sgqwj0uja4c,2295283193
458,terra1u478nfleuzqrqp3q47w5yf6uwx8mz24jvfc53s,2288011218
459,terra1zeydux3xkdzt58s4pg84cekjm8p6seuls3chs9,2268096258
460,terra1yylj0unh4zkpj5x9t34xtk292qfvwu07q5fa70,2249839618
461,terra1553l88jaj0qaq5wlzs0q9npkh67glr5mpjr7kw,2243602904
462,terra1m8g30k566kpc655e66pg6mdfst2jpztvfjjsvv,2240755006
463,terra1vp69ddstmvwy7x3rjc4njjtdfnl7fewe434sj9,2233292044
464,terra1yr2wpqyy87kptxds4k50rax2leu25krthcgyyz,2233116545
465,terra1pgt5t5y4j9leffwcsptydl2c9ggry8jr90gchf,2232535486
466,terra1q9g7endeh6kfe8cj7skm4nuyf07eq266vuzy64,2222644282
467,terra174n3k0duxtvzs3dxm3pf5lm4ygnlud4ljls2se,2204053106
468,terra1v4euh2tjz7t3065v2c2krqrw4q7eumqd8tzad0,2194901938
469,terra1drp46weh6tumkn78slcuy0jhm7j9e8a0wgf0ry,2192645384
470,terra1q3t4skfev9z0s49eu3af7j80wt50sr0t3lkt65,2192500209
471,terra12j47vuwhd0g74gkzjsa2qdvkwsgqwe2c64wvpa,2191054084
472,terra1cyuhf3vh54dj57evs5pwz7zcus89mm7l72kztp,2188961586
473,terra1k602thrknt8y632lgs8cm5fxtqk9mdry0m57js,2184575049
474,terra1pus76fhsk3am24jmg8pstg07g0skqhuc2j8t8f,2172799987
475,terra1vcff8vsgtg54vswlw0ek68uge20wnq5vuyzldd,2170068558
476,terra1z3skwf6sk8upsj25rannsmyevreg2tg0w6uey6,2166223121
477,terra1lsp04a73yawpar22p7e7fl9l9ktu2e9klntekn,2162955765
478,terra1k36rurmzc53mtvcr8p9ml0hqrxuk7xjqrnmrlj,2158486983
479,terra1x5knw7984nutjg8ngq43atzn9gcezw6dj9w9jy,2156651714
480,terra1xqc57ydph2l9qq3wtgwtnnt7ncespy5xr8sz9d,2148348979
481,terra1q90angdwtjtu9nej4dd6cu2mdm49usqsm49e87,2131885126
482,terra13fwm6szf7f9egq70vnky45v9qq8443l60ujpen,2125992994
483,terra1em2lad2n3z33f335llfna5nwjvryg2fn3gzqe7,2107330915
484,terra1qe46w03a3ymkxc2vp99vukdl060g0rvmpheygu,2107100701
485,terra1k7quzfv6dvg0nuh9gmvl0t2ftpqrdrdwkayx59,2094743809
486,terra1qd2mxsknydle2ya7cxe386xtvgeeaaxc62p5uk,2089411271
487,terra1e3qprkrwdlce00vfstfvunpjggzxwhj6u85thy,2086364994
488,terra1mlczclg2a05qq90hccc7a3fgv6u75yj8wd2khw,2085789524
489,terra1k9qr98aepp80eplhmpxt7y707ha5jwt2nndpfx,2082547382
490,terra12g6f94ckv7rth0y2ayq6c3pnpwycrlsjpmmxtv,2082250972
491,terra1sglzdqlznlv4lkc4qurmmnmfyvtvlmxn0eev4w,2076179171
492,terra1j6c6v7eadf3tkcgnvas3j2ycgyj3e5qdcxr6nh,2074916766
493,terra15tpw588nd6cy8j2vpzrh9a0nf59t4aj6xe2q6f,2073373500
494,terra14ep0tmsch3upzv8vlwvyd7unjy6r8vh5txvm09,2062770413
495,terra178u7unp3y5enauhulfj7qz3zq5fe5slgvre2s3,2059822925
496,terra1fwazd9lyvtp48ck0rqwrc8mwn5pxvn2a7t60a8,2055042913
497,terra1f9zepy4tq78fy5zy2pyr9uajr32ev7p4uu0lk7,2054775656
498,terra1guu2enswhjkr885dr8egstucfrz6gz25hns0wn,2051187242
499,terra18ldlhf0cmhf4pl7mx7lly6h2q8kcmwn5w94fkd,2041329747
500,terra1wjmydm9cqgudklej2dvscyt2tkncq3gfynkkl6,2037508745
501,terra1xt4hymerwvxnujtl35khmre3lkyx64ufpuvz73,2033205128
502,terra137eha7336utz63cj35v00p9qhx29dks9qy4nw4,2032221785
503,terra1zsmxgqmztl3tznfs5tjng4s6spduh5vd9nykvh,2028663208
504,terra1m9pnfvruensxarfeuf7ecruc40fgus7ykhhqyj,2025488790
505,terra1ee0sulyx76vrvwzpg3x2f3evnqptje7gjeepgk,2012743078
506,terra1qvp2mk8jakmx47pykg2qmgq6n5l408sdel0rch,2012239589
507,terra1t2u52l8kzn2g065xanumvvmajxa5qwhzaetypx,2007825047
508,terra16d4zt00v5g2l79sykz5mk8tnwnurpv2rfxw9a7,2006677890
509,terra1mqc66z0rflpvuclf7a06m7n5tsnkm4h0l7tw3z,2003971727
510,terra1h4zjlvfaa2zd7hlvetyycn7g8dp9elvuzem4xn,2001415874
511,terra19f5pesculpsv57kjz3km2xhheqt7nf2x5xhgar,2001001182
512,terra10943mxx02yw0pps4ezd7xzfrl6fqzsvtfmh67a,2000942246
513,terra1nzhvup3z97kv4ffw8uptcjnptwxj2qf070vuqm,2000942029
514,terra18r7ancg642wvu7p3wj56d0cxygzzrsc66yn9xh,2000192586
515,terra154n8q4ll44ad6lta44az9m4y0d820h8xal966t,2000016401
516,terra1ju022hj63vhzysxlpfysy9d4ju0ymw99hm0v2c,2000000000
517,terra1rnezarrhxs5t9fkjamcleterray7e5fyzzwmc3,2000000000
518,terra17hvt8q9pmfyj5u82rpmhk3y2sef6sljdau97g9,2000000000
519,terra1lv3dac9rza2j33cmh79eygtwd9g8k5cw9qe3qj,1998518848
520,terra1k7da2uju8wsh6fg4z40n3y5za50sjplknpfwu4,1997877272
521,terra1stv4908zqy8mng6rgsn8glpzznge7zcnhx3yzt,1994890000
522,terra1exhun4eef7u3wwhww7qdcydw7rlp97zdym9puc,1994204769
523,terra1cffetk2mp0fum4m7tgexnug6n34ylahfm5w6r0,1987930359
524,terra1v2n049hcfm6vxhdd7sevgdfgw2tcl74aglh0w5,1982985410
525,terra1kfa2yvlmqa68yyge5nqte6uuejlpxvc9hkpfwc,1974548105
526,terra13ng6mn5ns8saz7t5ah0vq0h8qdv9d63j56e6e7,1963675055
527,terra190m89uwq5zjj55cqpqheqgr5tzq2f3h0n54kkl,1956985023
528,terra1kzfn7vg9l4u0t5vu95dp0c770ppchk2y4f3plu,1956515656
529,terra1xj49zyqrwpv5k928jwfpfy2ha668nwdgkwlrg3,1953808816
530,terra1y02qar5fz0xxzcs8558rn4m3hqt082ayt25ppz,1948706708
531,terra16m67vvltp4k0mx3cxatdertcfcv0u6zjnsj8qs,1947271868
532,terra18u4fnww8njkt5udddxucfnc29qp2r5rzj46vdx,1943960567
533,terra1n6zju8al6n0zp9zjgr2z786v7623p4qprr024a,1939978856
534,terra1l3g077c5whpr6ss3q2lkyenqywjdwd4nqdswxh,1930930252
535,terra1t6zanechkkk4cdfg3s264qmj98uhy3nlcgg5hu,1927052855
536,terra173j79mkenpzjcgf7r77v97tz9grg8h8l5tkdxg,1925295654
537,terra1a6u44z58aptm5xls9p94vphuvckmjtumywm0v9,1919779186
538,terra17wxg56zmd340dltz63gsz2haa2gkmyarp6sfhv,1912341761
539,terra1ng7grpamnqfh6nhuey04azqj80tzxy5794664s,1907297936
540,terra17zh0vk9l2wvsdnw3gaef6ua7ptvds4w55sddfd,1900373936
541,terra10pxyq9lwcmvl620a5l4rxl2w7hsdthd8ksts48,1887805218
542,terra1q4t0gzgjvtu9jkwee00mwntdm4uhhfpv45ur0e,1867845067
543,terra1j62tmerfgcsh9fc5s9pgc7r7fvjhxuwjtz9crf,1863014488
544,terra1dahfd2nrqj0jc4lx96ra79kkfws6cewgcjym5y,1860132177
545,terra1qym20xtpsxc8fqmratdg73hf8wgxz64qnddm09,1859115060
546,terra1j8504vwj7ftaqvmhc8l3n8k3e6awsz5pddew27,1858853170
547,terra1kus9vnecpk9hs0wcmsmjdsk0etkr3sp6amzkuu,1854428216
548,terra1cc0qhdv6hx5r8j0mgzdvmyylpds3g9ewt6rtqj,1847238068
549,terra1qz62mgq6rs2gju3wedyl3vjlv04zrxx2kqplk5,1834932122
550,terra1rtd5wz02xhs2gu9kw3q529pzv2jtd2ythurl54,1831237065
551,terra145m4955zfxnnk3aa39cgarjfrv4hwzja5qrzer,1815081316
552,terra1756z5c0fxnqe2fv483r2as70056k47d7d99ge3,1811087506
553,terra1wn8kpmhy4t5cee28lrw0qf6n99xc4xet6yhd9r,1804449469
554,terra1lxg9g346wfztvdh2d8r0fh38chz7v9wgxvcl20,1802051991
555,terra13azm2f807zf0rv7mz5lu26pzlkz3epn35qgwsr,1800216175
556,terra1v23nfrh5ukcvvwtfvfx3vfflsjgtnnz54a9ysl,1794056744
557,terra13x3dkdkxnu3amy99sys0uzk6tmevzjcjwmr2pp,1789689584
558,terra1zdmh8r608hq4txw5fhhv9j7cc04f48elfvzfp4,1787752837
559,terra1kaduhn463gzu3gz0q4t78lzdv3p256ydp2xmr5,1777513375
560,terra14jm9vr3723neduw0z7rwl0rwp3c2e7xzaakg2q,1773757578
561,terra1aqdp80kwthpyrxlkcn6ef5348yvudaxau5j5f5,1772939779
562,terra1uj3np0a77kugp9gj0r5yq3pg0wx5t3ra2lsztt,1771755061
563,terra17sj9mddnevwmlh8t2c34jyy7dkhwm3xjqfw6pr,1759033327
564,terra1vvu5k8a4950aq8ru028wn5y8r5za5jxhthxn69,1757961390
565,terra1vy6xeq2qvq3vywk64ayzyg2lzpjlzjktdpsvuw,1743519341
566,terra1glugy6td79zlgq9hzk48hxgmzw4z59qrj8wyhu,1742887767
567,terra15xyk3pt7f5ldq0slqw0qc34lkm70u0wzvkukgc,1738487468
568,terra1s7xz8hakadyygkg3eef82hxl8rywy24jglu9yz,1726995721
569,terra1vqy802naxr009q68nv6m7ta7g7nds55gused2c,1721909301
570,terra1ndmvn98ge27nq2y522whsu4qyd74e6nqsfcvut,1716562669
571,terra1a3mveva5qu8t32myp369g8tf0e9t8a707t2s0p,1715817516
572,terra1yxp4uzclssj6yq97t3gg07m6vqham07h3zmuym,1711041300
573,terra1zphjh9nljldkjgy28ajpr7074c87ntgqmv80vj,1706903199
574,terra1fl2x79yf4rrzxha9c47r594xzv48qaqn7s6ava,1701076393
575,terra14sv4nhglxtl5xks9xnl95757gan0pqdgxn6kk7,1700869469
576,terra1m3zt79u8wmcl9hc7hsm3ut6u60rtxexvgjzsgw,1700244522
577,terra1svju9jc7jvpky3u3hs9tjms7r72jcfvnduf8rn,1696623965
578,terra1jlpu38r9krs8ty2zutwkuyrydcpzu7lv8xw2mv,1696560394
579,terra15jvlduw89mmm3wwwxyjt32cct6lnarupu7994s,1688221633
580,terra10z5wxl6ergcte5ukq9z8f7lqpdwrpxqgpur8l9,1687618008
581,terra18c7xp9q46f5ypnv4r4zakjfxt5vpz885cje2vu,1685979841
582,terra1wkemmk24gy3x2ykypydmtjknnlr3qlngeawj3j,1685482772
583,terra17988l8pmyvan838tkm922zdkcqu3y8haxu5jyv,1684957949
584,terra1gkdpu3890t9el6cww8v30sh440254tzk78rp5r,1684329895
585,terra1l2q8sruaaee2ff6kkjst84h9363cuktgp72ulw,1681288664
586,terra1djxn7w8rnwuvsumqtp6kuvvqj647nrllpkrrtq,1677705513
587,terra1r6n9sp5aecpc9kehfwsfppqv5z4ly7uqy2vcyx,1676227145
588,terra1xhsrdcmnh9tkzy6pecr8rsf5ls6hk4r77vwmts,1671942308
589,terra188hcul0fsfncac7qdu8ceqjqh77f2ray9jmg4x,1670595634
590,terra10jng0y38d447w20l3rxym89wq0u2lzt23wp3sx,1668565670
591,terra18sc5ng56t8v5w65lcjurfwf47m9zxw6dc4uwv9,1666683494
592,terra1323j6q4v9jwr7n2pam42m89a88nsshptdr7guf,1665000000
593,terra13k4dnykuzclltq6j38aarj6mx5rqe3l33txtdx,1664299015
594,terra17jmw405spedew2e33hcedm69c5hpv4xmuyzn97,1662437346
595,terra143vey4tyym68qeedht9st2rvaxpdfq4xwcafw3,1661449388
596,terra1up8caxzmqev9edkr393cmgfa5k24ee7an75kmr,1657616494
597,terra1h0vtl3gx0prc47x9dfcmwxsy0mn8fh527q3qa6,1656600556
598,terra1d3xremqe0pqpg8295pk9w0nql7l54ttnf4jsc2,1656256238
599,terra1lfsuprctqk6ryan7755v8qcmmayjzecw5xxdw3,1656120230
600,terra1d4xm6ducll3g9xwul3z93zgdjsnv66l4q4d020,1655106525
601,terra14fs3el0d9u0mhqw53jqq8evqy0x5g56ph8j34l,1654127442
602,terra19cd4mk2ytpvuk42y7sq75mwl9prvtg06ex0069,1653772447
603,terra1jxsz4qdr3rrlek2ae092frpnxtr8mksxn8m0h4,1653584434
604,terra15gpd4w5n5mdxeye2vmwu9xgshvnses7knq7htc,1651403288
605,terra1dtfxmmpq3d92p58s2u78plm7j927glvnpk40n0,1641928556
606,terra12r4dvwc3h3tpmgd52cxs69ruc5npzcc8k36dd4,1639189435
607,terra1gczp6yka8x4h02x2vq57nexldlcm8eueqa065d,1639120575
608,terra1403queu7zsvaphzdaweu4ddx3pehr3454380zk,1635398955
609,terra1sw0mql0phs2436wrc26hcaq34pd7vjer3d8jhd,1632244460
610,terra1xx0e6x7h59efxfa72xfhf8kdr7kprrmzcd24y3,1632006811
611,terra157qjlf7n6zec9x4fk3qhqe9kshxf3fmqxvdnn2,1630767777
612,terra1rmt59lnh55dysl3vrqw3j8z3l2nm2lj7kc975r,1629341597
613,terra1hk7fgvql357jyh0d3yduzd5q0t4v7h5m0xtwwu,1622695075
614,terra18f5mnqadamy32mwm7rakmjeh3a7q9yqdndm3dq,1620073840
615,terra1zvmlej2g6748rgyeslmmfxvlh5u0mlwyd4s3zg,1618625283
616,terra1vcwerpjq59467j74cv3845fmjyq6rsv4x6hxrq,1618334444
617,terra1drsg2gax8edv9uh8pl7tyusytv7xq29mseqj0e,1614915223
618,terra1zlj3se743tpmgp4k5dlkr8y6av4t57c34t8l6e,1613155335
619,terra1dv483yhjfgthavv36l5kp9f02fpvlal8vs08ss,1611537043
620,terra1chh25kfr8dp04ma2s7maz76zped465ngqre7pe,1610098048
621,terra1ac6fctgd4d6d9wkqeyezp9ycdndx7efjcs0hhv,1608756730
622,terra1xctfng0j34uwhsgunfjatcuwwkny50rjfsqsxq,1607663917
623,terra1v733yem3fkyc0wcu2ptwgmfj8l6nllxf40c7qe,1601113855
624,terra1gjcrsxy2atlynk3ulcxlrrw4uwaxcqmkukgev8,1600395034
625,terra1pnqacwh5zxz2d7hpp5rhz9lkyekrksvzhxvxt4,1596954803
626,terra1vemsm48cehqpplu00gh2w9c5xwvmyxhrnsdsk8,1596827284
627,terra1xfjjsp2hsql2ja79eunzp438xrerzc24gc8w7r,1596197114
628,terra1anvratju3x0uc3rxswuwgczdkgpjsduncyf9m5,1595248900
629,terra1lwr5qtl7qz45umjm70nxl46fsnm8e3ztwuf4vk,1593761500
630,terra1kgygae0ufdxdqlgnxgrz6qgx8x5wjn6paxdckd,1593355079
631,terra1g4ywuz5ph67gcv4h57d0wry4vagju8yjmdtyhz,1587262210
632,terra1cnfyywer7676xtnd73ksy2y9hx7j54yle5cnl0,1585954027
633,terra19czq065mfp74ng4t9mqtprgfj3ja42aveqtuv9,1582260613
634,terra1nzvzrsv0cep7szfhnp9gtv3ad3znzpuh3vj3h5,1581127156
635,terra12v5f6pwnmyh2047nl9j8gdg02xew8a72538eh3,1578898084
636,terra1044a3kwr9kx667758y603hzyq6ne7kt4dvzlk8,1578771430
637,terra12xdrtw0j4uvzmcnkla8spwzm4jv53gevuexfc7,1578692086
638,terra1gf9a67hpyjm3hjv0rhqxuetgsu8cfjq8rda0y3,1575457131
639,terra1mxa64k5dphmt6lctaveld54vwwxxx3l743ugyp,1565703366
640,terra10aekalt3sjp7uprd3jrz9n2fczmgr0qat30m86,1565219145
641,terra1555s8r5jlptwngh27wmjrykqk46fdgud7xcp9q,1564468252
642,terra1yp2j7ur3dx4nkw27dzm24xutxzdakyfulzh52q,1564034585
643,terra12qxcccug52uzh5cfqctr0zpj9zvsux8re6a23j,1559642801
644,terra16vdpk7sj57enznktm3szvw557nmyvpq6rssghr,1558399786
645,terra1xnmx94nfchs66fz6eqyrrqkfvm5qxrd2sha88h,1557457043
646,terra1x9cep3jd832pd5y49hwxawpnf5dly9src3xdcc,1557021824
647,terra1yyq4t5fslyxrsf0aazqhz8tzskk0a9nxvfwyqa,1555953937
648,terra1rez3uupsl6lp5jlvvmxsmlrafa7gl9jq77yedz,1552826064
649,terra125p3py9ns85kq3er4gn2tfc3akn44ddn9y3fed,1548988425
650,terra1twpqk0ujz8qdkm03cagvatg4jgwf5e0m6g7vnx,1544830452
651,terra1dc5s6udvyuner2m5nw26y2pvhelvwsj0d2sngq,1544458267
652,terra15lx6cs57f2ex3mq6wlc2rda9q247ayzdsfp8d2,1534726549
653,terra1p0mglpkuv06a7xryrxlg707nlzhlj0pvr3trz7,1532234932
654,terra1zaurav3nfdg79m3jrz29p96auwzr07ealksge5,1531642353
655,terra1ecv76zkt9vtzg42lt5xu2j45aneu7fm5lvexsc,1526630368
